id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15
3901100055,20141222T000000,350000,3,1.75,1010,8580,1,0,0,3,7,1010,0,1961,0,98033,47.6703,-122.174,1500,8580
5415300060,20140813T000000,435000,6,3.5,2400,8620,2,0,0,3,8,1640,760,1987,0,98034,47.7152,-122.162,1940,7350
3876100320,20140905T000000,482500,6,4.5,2940,7500,2,0,0,4,8,2940,0,1966,0,98034,47.7208,-122.182,2010,7500
1247600105,20141020T000000,5110800,5,5.25,8010,45517,2,1,4,3,12,5990,2020,1999,0,98033,47.6767,-122.211,3430,26788
3876200070,20150508T000000,460000,3,3,1520,7500,1,0,0,3,7,1180,340,1967,0,98034,47.7276,-122.181,2080,8000
3885804305,20140911T000000,949000,4,1.75,2490,7834,1,0,3,4,8,1240,1250,1958,0,98033,47.6851,-122.209,3210,7834
1238500451,20150209T000000,130000,3,1,1110,7520,1,0,0,4,7,1110,0,1960,0,98033,47.683,-122.176,1440,8400
8663370060,20141009T000000,349000,3,2.25,1640,7261,2,0,0,3,7,1640,0,1989,0,98034,47.7192,-122.176,1640,6789
3759500046,20150501T000000,748000,3,2.5,2600,10183,1,0,0,3,8,1300,1300,2004,0,98033,47.6984,-122.201,1860,10401
1822350070,20150202T000000,455000,3,1.5,1380,6657,2,0,0,3,7,1380,0,1986,0,98034,47.7085,-122.217,1420,8187
7436500270,20140725T000000,567000,5,2.25,2100,6936,1,0,0,3,8,1600,500,1974,0,98033,47.6737,-122.169,2100,8661
9477100060,20140909T000000,445950,3,1.75,1300,7800,1,0,0,5,7,1300,0,1968,0,98034,47.7321,-122.195,1520,7344
2423020260,20140814T000000,461000,3,2.25,1850,7923,1,0,0,4,7,1150,700,1977,0,98033,47.7011,-122.171,1780,7420
3374300070,20140623T000000,334000,4,1.5,1150,9360,2,0,0,3,6,1150,0,1970,0,98034,47.7197,-122.173,1480,8155
3902300350,20140806T000000,606000,4,2.25,2390,8858,1,0,0,4,8,1740,650,1979,0,98033,47.6925,-122.184,2240,8858
6678900140,20150319T000000,685000,3,1.75,2210,8955,1,0,1,3,8,1560,650,1974,0,98033,47.6621,-122.189,2210,8976
6639900012,20140917T000000,706000,4,2.5,2740,7571,2,0,0,3,9,2740,0,2009,0,98033,47.6962,-122.179,2880,7203
3886902590,20150226T000000,470000,5,2,1900,6000,2,0,0,4,6,1900,0,1920,0,98033,47.6831,-122.186,2110,8400
9413600350,20140829T000000,907000,3,1.75,2170,12220,1,0,0,5,8,2170,0,1965,0,98033,47.6537,-122.195,1980,9000
1138010520,20140601T000000,459000,3,1.75,1620,7330,1,0,0,4,7,1090,530,1974,0,98034,47.7148,-122.213,1380,7191
7941140070,20150318T000000,400000,3,2.25,1500,2692,2,0,0,3,7,1500,0,1986,0,98034,47.7159,-122.203,1470,2418
1737100830,20150205T000000,577000,4,2.25,2360,7490,2,0,0,3,8,2360,0,1979,0,98033,47.6988,-122.169,2360,7490
3288200030,20140829T000000,405000,4,2.5,2030,9095,1,0,0,4,7,1130,900,1972,0,98034,47.7321,-122.185,1940,8000
2558730070,20140825T000000,425000,3,2.25,1570,7475,1,0,0,4,7,1200,370,1983,0,98034,47.7223,-122.174,1700,7230
1239400570,20141117T000000,860000,3,1.75,2180,14135,1,0,2,5,8,1300,880,1947,0,98033,47.673,-122.187,3540,10318
1419700270,20140507T000000,503000,3,2.75,1540,6760,1,0,0,5,7,1210,330,1980,0,98034,47.7163,-122.212,1540,7416
1138000160,20140908T000000,343000,3,1,1120,7250,1,0,0,4,7,1120,0,1972,0,98034,47.7143,-122.211,1340,7302
9477000060,20150331T000000,434500,3,1.75,1650,7965,1,0,0,4,7,1650,0,1967,0,98034,47.7335,-122.193,1560,7350
1245001820,20150429T000000,776500,4,1.5,2290,10372,1,0,0,3,7,1510,780,1965,1987,98033,47.6888,-122.199,1900,8109
1974200060,20150424T000000,525000,4,2.5,2400,10070,1,0,0,3,7,1510,890,1967,0,98034,47.7104,-122.24,2030,9964
8143000310,20140909T000000,495000,4,2.5,2020,7200,1,0,0,5,7,1010,1010,1968,0,98034,47.7289,-122.201,1620,7275
3787000140,20140901T000000,450000,3,2.25,1780,9969,1,0,0,3,8,1450,330,1985,0,98034,47.7286,-122.168,1950,7974
4055700955,20140622T000000,874150,4,3.5,3530,14406,2,0,1,3,10,2570,960,1987,0,98034,47.7073,-122.244,3170,15181
8680100030,20140521T000000,374000,3,1.75,2000,9416,1,0,0,4,6,2000,0,1961,0,98033,47.697,-122.175,1440,9555
8835200800,20150408T000000,281000,2,1,930,2600,1,0,0,3,7,930,0,1981,0,98034,47.7242,-122.161,1370,3488
3581000340,20150227T000000,340000,4,1,1230,8316,2,0,0,3,7,1230,0,1963,0,98034,47.7269,-122.24,1490,8316
2540800390,20140904T000000,469000,3,2.25,1820,8446,2,0,0,3,8,1820,0,1978,0,98034,47.7208,-122.236,1850,8437
625059051,20140903T000000,2350000,4,2.25,4370,22863,3,0,3,4,10,3670,700,1907,1994,98033,47.6878,-122.215,2980,22863
7016100570,20141201T000000,467500,4,2.5,3160,7210,1,0,0,4,7,1880,1280,1969,0,98034,47.7368,-122.183,2070,7560
9414100030,20150331T000000,975000,4,3.25,3330,17533,1,0,2,3,9,1750,1580,1969,0,98033,47.652,-122.2,3340,12798
1138010510,20141212T000000,415000,3,1.5,1490,7275,1,0,0,3,7,1090,400,1974,0,98034,47.7148,-122.213,1420,7330
2592400140,20150211T000000,386500,3,1.75,1520,7350,1,0,0,4,7,1140,380,1972,0,98034,47.7167,-122.17,1380,7350
2591020140,20141202T000000,475000,3,2.5,1460,4961,1,0,0,4,8,1150,310,1988,0,98033,47.6955,-122.183,1550,5449
3886902505,20150311T000000,616300,3,2,1700,8400,2,0,2,3,7,1700,0,1927,0,98033,47.6825,-122.19,1820,9000
3885803625,20141203T000000,835000,3,1.75,1490,3840,2,0,0,3,8,1490,0,1984,2014,98033,47.6916,-122.214,3450,8500
3876300890,20141211T000000,485000,4,2.75,2560,8956,1,0,0,4,7,1500,1060,1968,0,98034,47.7278,-122.177,2280,9234
1246700152,20140721T000000,335000,3,1.5,1560,9600,1,0,0,4,7,1560,0,1961,0,98033,47.6918,-122.163,1520,10000
1241500350,20150105T000000,830000,2,1.5,2130,35679,1,0,0,4,7,2130,0,1963,0,98033,47.6638,-122.171,2670,35679
1138000830,20140909T000000,310000,3,1,1990,7173,1,0,0,3,7,1990,0,1972,0,98034,47.7116,-122.213,1320,7245
3760500516,20140724T000000,835000,5,4,3600,14720,1,0,2,5,8,1800,1800,1960,0,98034,47.7022,-122.227,3600,15358
3892500070,20140728T000000,1480000,3,3.5,4070,26000,2,0,0,3,11,4070,0,1991,0,98033,47.659,-122.174,3770,26000
251200200,20140627T000000,464900,4,2.25,2020,8424,1,0,0,4,7,1380,640,1979,0,98034,47.7262,-122.233,2030,7236
3558910640,20150401T000000,528000,4,1.75,1860,9750,1,0,0,3,7,1460,400,1969,0,98034,47.7097,-122.202,1900,8913
3761100341,20140828T000000,545000,4,1.75,1940,8990,1,0,0,4,8,1560,380,1956,0,98034,47.7021,-122.241,2310,11745
2296700260,20140626T000000,460000,3,2.5,1730,8490,1,0,0,3,7,1210,520,1969,0,98034,47.7187,-122.219,1870,7400
251200240,20140725T000000,491500,4,2.75,2100,7236,1,0,0,3,8,1400,700,1979,0,98034,47.7267,-122.232,1900,7519
2591010240,20141201T000000,405000,2,1.5,1370,4102,2,0,0,4,7,1370,0,1987,0,98033,47.6943,-122.184,1380,3211
2592400550,20140709T000000,463000,4,2.5,1980,6660,2,0,0,4,7,1980,0,1974,0,98034,47.7158,-122.167,1980,7150
2619920030,20150318T000000,760000,4,2.5,3220,4031,2,0,0,3,9,3220,0,2002,0,98033,47.688,-122.163,3150,5083
1926059155,20150130T000000,257000,3,1.75,1850,10920,2,0,0,3,6,1850,0,1915,0,98034,47.7244,-122.222,1510,7871
3886902445,20150316T000000,535000,2,1,920,9000,1,0,0,1,6,920,0,1954,0,98033,47.6831,-122.189,1760,8400
3755100520,20150427T000000,465000,3,1.75,1490,10757,1,0,0,3,7,1060,430,1966,0,98034,47.72,-122.229,1490,10609
6816300060,20150413T000000,426000,2,2.5,1550,2657,2,0,0,4,8,1550,0,1987,0,98033,47.7034,-122.188,1570,2442
2558600060,20150123T000000,429500,3,2.75,1650,7272,1,0,0,4,7,1230,420,1972,0,98034,47.7232,-122.174,1770,7272
2128000160,20141204T000000,429000,4,1.75,2160,7700,2,0,0,2,8,2160,0,1977,0,98033,47.6976,-122.169,2080,7700
3764650070,20141216T000000,471000,3,2.5,2010,4059,2,0,0,3,8,2010,0,1998,0,98034,47.7317,-122.197,2010,5779
2126059234,20140924T000000,650000,5,3.5,5110,10018,2,0,0,3,10,3850,1260,2003,0,98034,47.7261,-122.17,1790,10018
9477201620,20140516T000000,446000,4,2.25,2270,7800,1,0,0,3,7,1290,980,1977,0,98034,47.7278,-122.192,1480,7280
1087700030,20140619T000000,450000,3,1.75,1610,11200,1,0,0,3,7,1610,0,1955,0,98033,47.6641,-122.176,1610,11200
293910030,20141008T000000,655000,4,2.5,2570,4412,2,0,0,3,9,2570,0,2001,0,98034,47.7076,-122.232,2460,5470
3888100128,20140728T000000,968933,4,3.5,4120,7304,2,0,0,3,11,3070,1050,2006,0,98033,47.681,-122.167,2470,9600
1088000030,20141203T000000,435000,4,2.25,1990,8548,2,0,0,3,8,1990,0,1973,0,98033,47.667,-122.178,2320,8926
3893100327,20140723T000000,355000,3,1,940,8512,1,0,0,4,7,940,0,1967,0,98033,47.7002,-122.191,1060,8512
7436300160,20140625T000000,409900,2,2.5,1590,1845,2,0,0,3,9,1590,0,1997,0,98033,47.6897,-122.175,2320,3174
2558650200,20140916T000000,419950,3,2.25,2280,8500,1,0,0,4,7,1680,600,1977,0,98034,47.7211,-122.166,1890,7700
2126059276,20141126T000000,612000,3,3,2330,10327,1,0,0,3,9,2330,0,1998,0,98034,47.7239,-122.164,2200,4629
1437900350,20141027T000000,387000,3,1.5,1340,6500,1,0,0,3,7,1340,0,1972,0,98034,47.7168,-122.192,1620,7107
2558640340,20140527T000000,375000,3,1.75,1440,8775,1,0,0,3,7,1440,0,1973,0,98034,47.7231,-122.17,1790,7865
1727510030,20150312T000000,530000,3,2.25,1680,7262,1,0,0,5,7,1180,500,1973,0,98034,47.713,-122.225,1910,7405
1441800030,20140706T000000,395000,3,1.75,1480,7700,1,0,0,3,8,1480,0,1975,0,98034,47.7225,-122.202,1930,8560
7501000340,20140818T000000,980000,4,2.5,3780,10962,2,0,0,3,10,3780,0,1990,0,98033,47.6533,-122.183,3310,11651
825059271,20140910T000000,900000,3,2.75,2980,12600,2,0,0,3,8,1590,1390,1941,2012,98033,47.674,-122.196,1520,9660
3580900160,20141010T000000,311000,3,1,1310,8370,2,0,0,3,7,1310,0,1962,0,98034,47.7284,-122.241,1310,8370
3876000350,20150224T000000,470000,6,1.75,2490,8732,2,0,0,4,8,2490,0,1966,0,98034,47.7252,-122.187,1840,8024
2547200240,20140622T000000,687000,4,2.5,2370,10083,2,0,0,5,8,2370,0,1966,0,98033,47.6715,-122.166,2370,10133
3888100226,20140630T000000,461000,3,1.75,3600,8666,2,0,0,4,6,2400,1200,1948,0,98033,47.6893,-122.167,2290,8200
6076500160,20141223T000000,705000,4,2.5,2910,20946,2,0,0,4,8,2350,560,1976,0,98034,47.7085,-122.24,2020,11342
7555220140,20140916T000000,675000,4,2.75,2240,8937,1,0,0,4,8,1460,780,1976,0,98033,47.6495,-122.194,2360,9038
3760500435,20150114T000000,570000,3,2.75,2730,11936,2,0,2,3,8,1530,1200,1978,0,98034,47.6987,-122.231,2810,12333
9170500060,20140818T000000,649000,4,2,2240,11040,1,0,0,5,8,1120,1120,1961,0,98033,47.693,-122.168,1790,11040
3205400140,20140630T000000,385000,3,1.75,1300,7030,1,0,0,3,7,1300,0,1968,0,98034,47.721,-122.179,1450,7650
3756100160,20140923T000000,678000,3,2.75,2770,10000,1,0,1,5,8,1640,1130,1962,0,98033,47.7011,-122.206,2450,10000
8663260030,20141118T000000,416000,3,2.5,1800,5372,2,0,0,3,8,1800,0,1987,0,98034,47.7188,-122.177,1650,6014
3205500160,20141226T000000,524000,4,1,1980,7015,1,0,0,3,7,1260,720,1973,0,98034,47.7204,-122.18,1570,7626
9808640320,20150102T000000,1289000,4,3.5,3100,2261,2,0,2,3,9,2250,850,1981,0,98033,47.6512,-122.202,2660,2000
3558910490,20140731T000000,450000,4,1.75,1980,7350,1,0,0,3,7,1430,550,1973,0,98034,47.7088,-122.202,1870,7920
9477100490,20150424T000000,441500,3,1.75,1510,7700,1,0,0,3,7,1510,0,1968,0,98034,47.7283,-122.194,1440,7416
3275730110,20140908T000000,425000,3,2.25,1630,10500,1,0,0,3,7,1100,530,1974,0,98034,47.7176,-122.236,1640,9794
6706600090,20140508T000000,402000,3,2.5,1960,8000,1,0,0,4,7,1290,670,1977,0,98034,47.7249,-122.178,1960,8000
2570300090,20141126T000000,355000,3,1.5,1240,15867,1,0,0,3,7,1240,0,1962,0,98034,47.7167,-122.202,1570,9600
8677900123,20140612T000000,510000,3,1.75,1600,19200,1,0,0,4,7,1600,0,1967,0,98034,47.7202,-122.249,2010,14850
8835220090,20140807T000000,313500,3,2.25,1440,3488,2,0,0,4,7,1440,0,1983,0,98034,47.7257,-122.162,1390,3488
6647400090,20140702T000000,453000,3,2,1660,15050,1,0,0,3,7,1260,400,1983,0,98034,47.7203,-122.194,1660,7320
8143000600,20140918T000000,310000,3,1,990,7050,1,0,0,3,7,990,0,1967,0,98034,47.7274,-122.202,1200,8125
9206200110,20150310T000000,386900,3,1,1330,10500,1,0,0,3,7,960,370,1963,0,98034,47.7204,-122.196,1460,11550
9477101280,20141230T000000,424950,3,1.75,2090,7505,1,0,0,3,7,2090,0,1967,0,98034,47.7326,-122.194,1510,7416
7419700015,20140919T000000,490000,4,2.25,2090,10869,2,0,0,3,8,2090,0,1970,0,98033,47.6715,-122.164,1800,17788
1692900110,20150320T000000,1125000,5,3.25,3080,13394,1,0,2,4,9,2230,850,1968,0,98033,47.6651,-122.19,2810,10720
3574801720,20141022T000000,400000,3,1.75,1470,6682,1,0,0,3,7,1470,0,1987,0,98034,47.7315,-122.226,1790,7379
3041700090,20141111T000000,555565,3,2,1670,11337,1,0,1,4,7,1670,0,1959,0,98033,47.6602,-122.188,2210,11337
3574801110,20141125T000000,405000,4,2.75,2360,7716,1,0,0,3,7,1390,970,1978,0,98034,47.7301,-122.223,2160,8794
2126059172,20150506T000000,491500,3,2.25,1560,12000,1,0,0,4,7,1110,450,1968,0,98034,47.7256,-122.166,2190,4612
3900100265,20150129T000000,625000,3,1,1020,7650,1,0,0,3,6,1020,0,1919,0,98033,47.6795,-122.202,1870,5500
3876311390,20150120T000000,456500,3,2.25,2090,9163,1,0,0,3,7,1460,630,1975,0,98034,47.7334,-122.167,1960,7713
1086100100,20140811T000000,476500,3,1,1060,8625,2,0,0,4,7,1060,0,1962,1997,98033,47.6615,-122.179,2010,8901
8143000490,20150112T000000,374500,3,1.5,1330,8636,1,0,0,4,7,1330,0,1968,0,98034,47.7289,-122.203,1370,7475
3574801780,20140505T000000,485000,4,3,2340,7048,1,0,0,4,8,1340,1000,1979,0,98034,47.7306,-122.227,1440,8088
8679600100,20150130T000000,465000,5,1.5,1750,12491,1,0,0,3,6,1390,360,1961,0,98033,47.6995,-122.174,1560,12473
9477001280,20140506T000000,425000,4,2,1520,7983,1,0,0,5,7,1520,0,1967,0,98034,47.7357,-122.193,1520,7783
3026059085,20150317T000000,1290000,5,3.5,4090,290980,1,0,0,3,11,2920,1170,2002,0,98034,47.7161,-122.219,1880,9255
9477000300,20140728T000000,425000,4,2.25,2060,8540,1,0,0,4,7,1540,520,1967,0,98034,47.734,-122.19,1560,7700
1238501116,20150123T000000,478000,3,2.25,1570,9500,1,0,0,4,7,1070,500,1977,0,98033,47.6843,-122.185,2250,9583
6402700100,20141007T000000,488250,4,2,1830,9610,1,0,0,3,7,1830,0,1963,0,98033,47.695,-122.176,1970,10754
3574801790,20140807T000000,410000,3,1.75,1440,7112,1,0,0,3,7,1180,260,1979,0,98034,47.7304,-122.227,1570,9152
3288100100,20141120T000000,421000,4,2.25,1310,8400,1,0,0,4,7,1310,0,1966,0,98034,47.7317,-122.181,1600,8400
1233100601,20141024T000000,360000,2,1,840,7414,1,0,0,4,6,840,0,1928,0,98033,47.6771,-122.172,1740,9784
1828300100,20150330T000000,800000,4,2.5,3100,7807,2,0,0,3,9,3100,0,2003,0,98034,47.7151,-122.227,3100,7807
4070700300,20150504T000000,898888,3,2.5,2080,3729,2,0,0,3,9,2080,0,1996,0,98033,47.6731,-122.199,2080,4000
3876301140,20141105T000000,575000,5,2.25,3550,7992,2,0,0,3,8,3550,0,1968,0,98034,47.7285,-122.179,2110,7992
3885803245,20150305T000000,1650000,5,4,3310,8400,2,0,0,3,10,3310,0,2000,0,98033,47.6914,-122.214,3430,8400
8635700025,20140725T000000,522000,3,1.75,1630,15600,1,0,0,3,7,1630,0,1958,0,98033,47.68,-122.165,1830,10850
1245500099,20150506T000000,702000,3,2.5,2190,8528,1,0,0,3,8,1760,430,1991,0,98033,47.6943,-122.209,2060,9811
1241900028,20150417T000000,880000,5,2.75,3020,9187,2,0,0,3,9,3020,0,2007,0,98033,47.6806,-122.167,2250,9675
3885801450,20150226T000000,830000,2,1,1150,6000,1,0,1,4,7,710,440,1921,0,98033,47.6841,-122.213,2450,7200
1891100090,20140505T000000,620000,3,1.75,1480,2185,3,0,0,3,9,1480,0,2005,0,98034,47.6945,-122.17,1480,2441
5422500110,20140725T000000,455000,3,2.25,2180,6850,1,0,0,3,7,1750,430,1973,0,98034,47.7246,-122.217,1740,7016
4055700378,20141009T000000,1415000,4,3.25,3600,38016,2,0,2,3,11,3310,290,1991,0,98034,47.7124,-122.253,2440,22693
925059113,20140813T000000,490000,3,2,2370,12196,2,0,0,4,7,2370,0,1970,0,98033,47.6734,-122.176,1380,12196
3275000090,20150421T000000,420000,4,2.25,2270,9100,2,0,0,3,7,2270,0,1978,0,98034,47.7242,-122.17,1710,7910
3026059014,20150112T000000,400000,3,1.5,1950,4473,1,0,0,4,6,1530,420,1914,0,98034,47.7094,-122.228,2670,14256
3840700600,20150401T000000,355000,3,1,900,37800,1,0,0,4,5,700,200,1923,0,98034,47.7146,-122.234,1750,11998
7980900011,20150427T000000,412450,3,2,1910,13505,1,0,0,3,8,1910,0,1955,0,98034,47.7114,-122.23,2010,8000
1736100090,20141214T000000,339888,3,1,1040,7490,1,0,0,3,7,1040,0,1969,0,98034,47.7137,-122.213,1520,7410
3876200100,20140710T000000,439000,4,2,1560,7500,1,0,0,4,7,1560,0,1968,0,98034,47.7281,-122.181,1730,7500
1839910300,20150106T000000,299950,3,1,1030,9916,1,0,0,4,7,1030,0,1972,0,98034,47.7218,-122.176,1470,9044
3580900090,20140902T000000,300000,3,2,1310,9855,1,0,0,3,7,1310,0,1962,0,98034,47.7296,-122.241,1310,8370
1049010300,20150427T000000,435000,4,2,1650,4745,1,0,0,3,7,1130,520,1972,0,98034,47.7359,-122.18,1650,5184
1725059209,20140929T000000,698000,6,2.5,2680,11250,1,0,0,5,7,1340,1340,1967,0,98033,47.6553,-122.19,2200,9875
9522350090,20141106T000000,635000,4,2.5,2410,7069,2,0,0,3,9,2410,0,1993,0,98034,47.7094,-122.234,2240,7184
4055700778,20141114T000000,523000,4,2.5,3180,20870,2,0,0,3,8,2120,1060,1967,0,98034,47.7176,-122.241,2700,14190
395300100,20140514T000000,489200,3,2.75,1850,9600,2,0,0,5,7,1850,0,1965,0,98034,47.7259,-122.226,1250,10500
8561200110,20140521T000000,512500,3,2.5,1900,7604,2,0,0,3,8,1900,0,1990,0,98033,47.7002,-122.188,1980,9583
2619920110,20141230T000000,825000,4,2.5,3220,5262,2,0,0,3,9,3220,0,2003,0,98033,47.6878,-122.162,3220,4921
9477001270,20150316T000000,390000,3,1.75,1300,10030,1,0,0,4,7,1300,0,1967,0,98034,47.7359,-122.192,1520,7713
925059198,20140828T000000,514000,3,2,1770,7200,1,0,0,4,7,1770,0,1967,0,98033,47.6642,-122.173,2250,11250
3579800485,20150218T000000,394900,3,1,1430,13370,1,0,0,3,7,1430,0,1962,0,98034,47.7317,-122.241,1670,10075
1235700042,20140528T000000,537000,3,2.5,1550,12920,2,0,0,5,7,1550,0,1999,0,98033,47.6973,-122.194,2610,10800
565300110,20141216T000000,432500,3,2.5,2390,6435,1,0,0,3,8,1600,790,1978,0,98034,47.726,-122.194,2020,7300
1015500300,20140515T000000,455000,3,2.5,1870,7344,1,0,0,3,8,1470,400,1980,0,98034,47.7265,-122.206,1930,7344
3876300600,20141212T000000,371000,4,1.75,1610,11305,1,0,0,3,7,1610,0,1968,0,98034,47.727,-122.176,1870,11850
3760500336,20141126T000000,2125000,4,2.75,3190,19513,2,0,4,4,10,3190,0,1982,0,98034,47.6991,-122.235,2750,13496
